parent_product_code,sku,finish,finish_code,color,current_price,list_price,product_url
26294IN-AF,26294IN-CP,Vibrant Brushed Bronze,CP,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/statement-oblong-353-mm-single-function-rainhead-9-5-lpm-26294in?skuId=26294IN-AF
26294IN-AF,26294IN-RGD,Matte Black,RGD,Matte Black,,,https://www.kohler.co.in/p/statement-oblong-353-mm-single-function-rainhead-9-5-lpm-26294in?skuId=26294IN-AF
26294T-2MB,26294T-2MB,Vibrant Brushed Moderne Brass,,Vibrant Brushed Moderne Brass,,,https://www.kohler.co.in/p/statement-oblong-353-mm-single-function-rainhead-9-5-lpm-26294t?skuId=26294T-2MB
24470IN-CP,24470IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/modernlife-dual-flow-330-x-230mm-rainhead-in-brushed-bronze-24470in?skuId=24470IN-CP
24470IN-CP,24470IN-RGD,Vibrant French Gold,RGD,Vibrant French Gold,,,https://www.kohler.co.in/p/modernlife-dual-flow-330-x-230mm-rainhead-in-brushed-bronze-24470in?skuId=24470IN-CP
24470IN-CP,24470IN-AF,Vibrant Rose Gold,AF,Vibrant Rose Gold,,,https://www.kohler.co.in/p/modernlife-dual-flow-330-x-230mm-rainhead-in-brushed-bronze-24470in?skuId=24470IN-CP
24470IN-CP,24470IN-BV,Vibrant Brushed Bronze,BV,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/modernlife-dual-flow-330-x-230mm-rainhead-in-brushed-bronze-24470in?skuId=24470IN-CP
24470IN-CP,24470IN-BL,Matte Black,BL,Matte Black,,,https://www.kohler.co.in/p/modernlife-dual-flow-330-x-230mm-rainhead-in-brushed-bronze-24470in?skuId=24470IN-CP
26295T-2MB,26295T-2MB,Vibrant Brushed Moderne Brass,,Vibrant Brushed Moderne Brass,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26295t?skuId=26295T-2MB
26296IN-AF,26296IN-AF,Polished Chrome,AF,Polished Chrome,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26296in?skuId=26296IN-AF
26296IN-AF,26296IN-BL,Vibrant French Gold,BL,Vibrant French Gold,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26296in?skuId=26296IN-AF
26296IN-AF,26296IN-BV,Vibrant Rose Gold,BV,Vibrant Rose Gold,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26296in?skuId=26296IN-AF
26296IN-AF,26296IN-CP,Vibrant Brushed Bronze,CP,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26296in?skuId=26296IN-AF
26296IN-AF,26296IN-RGD,Matte Black,RGD,Matte Black,,,https://www.kohler.co.in/p/statement-oblong-353-mm-two-function-rainhead-9-5-lpm-26296in?skuId=26296IN-AF
